work_id,Hon'ble Members of Parliament,State,action_type,assigned_to,priority_score,data_confidence,fraud_reason,queue_type
WS/MP18377/2024-2025/152296,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152272,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/151474,Arvind Dharmapuri,Telangana,Inspect,District Authority,35.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/150625,Arvind Dharmapuri,Telangana,Inspect,District Authority,35.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP429/2024-2025/140552,Jyotsna Charandas Mahant,Chhattisgarh,Inspect,District Authority,35.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18155/2024-2025/141720,DR. RAJ KUMAR CHABBEWAL,Punjab,Inspect,District Authority,35.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/145019,Arvind Dharmapuri,Telangana,Inspect,District Authority,35.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18032/2024-2025/136942,SUDHAKAR SINGH,Bihar,Inspect,District Authority,35.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP499/2024-2025/138127,Smt Satabdi Roy (Banerjee),West Bengal,Inspect,District Authority,35.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/146607,Arvind Dharmapuri,Telangana,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/146424,Arvind Dharmapuri,Telangana,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP552/2024-2025/137930,Radha Mohan Singh,Bihar,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP435/2024-2025/145998,Sanjay Seth,Jharkhand,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/143319,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18019/2024-2025/137608,AMARSING TISSO,Assam,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/150762,Arvind Dharmapuri,Telangana,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18186/2024-2025/149098,Sasikanth Senthil,Tamil Nadu,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP435/2024-2025/147429,Sanjay Seth,Jharkhand,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144978,Arvind Dharmapuri,Telangana,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18186/2024-2025/149097,Sasikanth Senthil,Tamil Nadu,Inspect,District Authority,35.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/142467,Shri Hanuman Beniwal,Rajasthan,Review Estimate,District Authority,35.0,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.5); No payment record yet — vendor pattern unverified",reactive
,Shri LS Tejasvi Surya,Karnataka,Review Estimate,District Authority,35.0,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.5); No payment record yet — vendor pattern unverified",reactive
WS/MP341/2025-2026/146452,Shri LS Tejasvi Surya,Karnataka,Review Estimate,District Authority,34.9,33,"Cost is unusually higher than comparable works (category-only baseline, z=3.5); No payment record yet — vendor pattern unverified",reactive
WS/MP386/2024-2025/144966,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,34.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP341/2025-2026/146451,Shri LS Tejasvi Surya,Karnataka,Review Estimate,District Authority,34.9,33,"Cost is unusually higher than comparable works (category-only baseline, z=3.5); No payment record yet — vendor pattern unverified",reactive
WS/MP745/2025-2026/144827,K Subbarayan,Tamil Nadu,Review Estimate,District Authority,34.7,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.5); No payment record yet — vendor pattern unverified",reactive
WS/MP761/2024-2025/144940,Arvind Dharmapuri,Telangana,Inspect,District Authority,34.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133698,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,34.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP393/2024-2025/143061,Shri Karti P Chidambaram,Tamil Nadu,Inspect,District Authority,34.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/142232,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,34.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18235/2024-2025/144419,MOHIBBULLAH,Uttar Pradesh,Inspect,District Authority,34.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18235/2024-2025/144420,MOHIBBULLAH,Uttar Pradesh,Inspect,District Authority,34.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP435/2024-2025/145967,Sanjay Seth,Jharkhand,Inspect,District Authority,34.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18309/2024-2025/153441,SALENG A SANGMA,Meghalaya,Inspect,District Authority,34.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18391/2024-2025/140297,S SUPONGMEREN JAMIR,Nagaland,Inspect,District Authority,34.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18335/2024-2025/152960,RADHE SHYAM RATHIYA,Chhattisgarh,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP422/2024-2025/141664,Dileshwar Kamait,Bihar,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/137633,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/141222,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18144/2024-2025/148065,MALVIKA DEVI,Odisha,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2025-2026/140025,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2025-2026/140027,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145006,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18241/2024-2025/145270,RAKESH RATHOR,Uttar Pradesh,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2025-2026/150605,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/150988,Arvind Dharmapuri,Telangana,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145011,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/145001,Arvind Dharmapuri,Telangana,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2025-2026/141160,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18205/2024-2025/148710,SANATAN PANDEY,Uttar Pradesh,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/137630,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,34.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP389/2024-2025/134429,Shri PP Chaudhary,Rajasthan,Review Estimate,District Authority,34.0,33,"Cost is unusually higher than comparable works (category-only baseline, z=3.4); No payment record yet — vendor pattern unverified",reactive
WS/MP761/2024-2025/147243,Arvind Dharmapuri,Telangana,Inspect,District Authority,33.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18336/2024-2025/147581,BRIJMOHAN AGRAWAL,Chhattisgarh,Inspect,District Authority,33.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/149617,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,33.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/146759,Arvind Dharmapuri,Telangana,Inspect,District Authority,33.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144962,Arvind Dharmapuri,Telangana,Inspect,District Authority,33.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/148828,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,33.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/145030,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,33.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/144986,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,33.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18205/2024-2025/148383,SANATAN PANDEY,Uttar Pradesh,Inspect,District Authority,33.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/148114,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,33.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/142432,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,33.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18023/2024-2025/147016,BIJULI KALITA MEDHI,Assam,Inspect,District Authority,33.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18241/2024-2025/145268,RAKESH RATHOR,Uttar Pradesh,Inspect,District Authority,33.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP435/2024-2025/147428,Sanjay Seth,Jharkhand,Inspect,District Authority,33.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18144/2024-2025/141601,MALVIKA DEVI,Odisha,Inspect,District Authority,33.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18144/2024-2025/141599,MALVIKA DEVI,Odisha,Inspect,District Authority,33.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18144/2024-2025/141600,MALVIKA DEVI,Odisha,Inspect,District Authority,33.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18019/2024-2025/137596,AMARSING TISSO,Assam,Inspect,District Authority,33.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
